loan_id,' no_of_dependents',' education',' self_employed',' income_annum',' loan_amount',' loan_term',' cibil_score',' residential_assets_value',' commercial_assets_value',' luxury_assets_value',' bank_asset_value',' loan_status'
3463,0,' Graduate',' No',6500000,20200000,16,842,8300000,12200000,14300000,9600000,' Approved'
1889,3,' Graduate',' Yes',4200000,15400000,8,362,9900000,5300000,15500000,5600000,' Rejected'
3832,3,' Graduate',' No',1400000,3500000,16,365,2600000,2200000,2900000,1600000,' Rejected'
2556,2,' Graduate',' No',1800000,5700000,14,502,1400000,1100000,4400000,1300000,' Rejected'
1980,0,' Graduate',' No',8300000,31400000,18,558,13300000,2900000,25900000,6300000,' Approved'
1555,3,' Not Graduate',' Yes',4500000,13100000,12,570,10500000,2000000,10100000,5800000,' Approved'
548,5,' Graduate',' No',9800000,37600000,18,319,19200000,5100000,19900000,5100000,' Rejected'
2617,2,' Not Graduate',' No',7600000,16700000,20,692,9900000,9600000,25100000,7400000,' Approved'
541,3,' Not Graduate',' Yes',1000000,3200000,14,790,1900000,100000,3600000,1100000,' Approved'
3208,4,' Graduate',' Yes',3200000,11500000,20,864,8700000,5000000,12100000,4100000,' Approved'
3050,2,' Graduate',' Yes',7000000,14900000,20,495,9900000,8800000,14000000,10200000,' Rejected'
2929,5,' Graduate',' Yes',4100000,15500000,10,836,10500000,1100000,15200000,3600000,' Approved'
3032,1,' Not Graduate',' Yes',7600000,18800000,14,403,20900000,4700000,24700000,10000000,' Rejected'
154,2,' Not Graduate',' No',1300000,4500000,6,415,0,900000,2900000,1200000,' Rejected'
3636,3,' Not Graduate',' Yes',5400000,16300000,4,512,1600000,3400000,13100000,6000000,' Approved'
4201,0,' Graduate',' Yes',6600000,21200000,18,377,1000000,9600000,14800000,9500000,' Rejected'
3433,0,' Not Graduate',' No',4800000,15700000,10,398,4900000,7400000,17100000,6400000,' Rejected'
2193,1,' Graduate',' Yes',7700000,16900000,6,621,22600000,7900000,27400000,10200000,' Approved'
3020,4,' Not Graduate',' No',300000,600000,6,365,-100000,400000,600000,200000,' Rejected'
2013,1,' Graduate',' Yes',3700000,12400000,12,330,3400000,1000000,10400000,2800000,' Rejected'
475,1,' Not Graduate',' Yes',9200000,31500000,18,698,5300000,6100000,20400000,8300000,' Approved'
3395,1,' Not Graduate',' No',4200000,10700000,6,466,7400000,7000000,14000000,4700000,' Rejected'
2795,3,' Graduate',' Yes',5800000,17600000,6,720,4900000,4200000,18800000,6600000,' Approved'
15,1,' Not Graduate',' No',1900000,7400000,6,469,1900000,1200000,5900000,1900000,' Rejected'
1561,5,' Not Graduate',' Yes',2500000,9600000,6,345,1900000,1900000,6800000,2600000,' Rejected'
1440,3,' Not Graduate',' No',3900000,10500000,20,821,1600000,6300000,11000000,3900000,' Approved'
458,5,' Graduate',' Yes',8400000,17500000,12,620,15300000,13600000,26000000,5800000,' Approved'
1640,3,' Graduate',' Yes',3200000,9900000,10,316,9100000,5500000,8800000,3600000,' Rejected'
23,4,' Graduate',' Yes',6500000,25700000,18,311,13100000,1700000,19500000,8500000,' Rejected'
2589,0,' Not Graduate',' No',4700000,11500000,18,559,7500000,0,18700000,2600000,' Approved'
3084,5,' Not Graduate',' Yes',8400000,17600000,12,397,13400000,14500000,24500000,7900000,' Rejected'
1199,1,' Graduate',' Yes',8300000,16800000,2,366,22000000,6600000,27300000,4500000,' Rejected'
2428,2,' Graduate',' No',9300000,22000000,14,393,4300000,3800000,28400000,13900000,' Rejected'
819,2,' Not Graduate',' No',6500000,14100000,2,709,1000000,12700000,20900000,4000000,' Approved'
4147,2,' Graduate',' Yes',9700000,35100000,20,612,13400000,13500000,38200000,6500000,' Approved'
4207,0,' Not Graduate',' Yes',2100000,8300000,20,765,-100000,3600000,7700000,2100000,' Approved'
1056,2,' Not Graduate',' Yes',5900000,15800000,2,444,14300000,4300000,20300000,5500000,' Rejected'
2458,1,' Graduate',' Yes',2100000,4300000,20,896,100000,2300000,7500000,2300000,' Approved'
2449,5,' Graduate',' Yes',6100000,14400000,16,400,9200000,2800000,23800000,5600000,' Rejected'
572,0,' Graduate',' No',4700000,17500000,2,701,5400000,2300000,11700000,7000000,' Approved'
1128,4,' Graduate',' No',9600000,25500000,20,544,4000000,11400000,23800000,11100000,' Rejected'
330,4,' Not Graduate',' No',200000,600000,10,404,0,100000,400000,0,' Rejected'
664,5,' Not Graduate',' No',9100000,19900000,20,519,9300000,16400000,28900000,10500000,' Rejected'
568,5,' Graduate',' Yes',3000000,11100000,12,441,8500000,2500000,7300000,2000000,' Rejected'
1326,5,' Not Graduate',' Yes',7300000,22500000,2,846,9800000,4700000,20300000,5700000,' Approved'
1729,3,' Not Graduate',' Yes',700000,1600000,18,303,600000,500000,2000000,600000,' Rejected'
2923,0,' Not Graduate',' Yes',9600000,23800000,12,389,25200000,15800000,27000000,8300000,' Rejected'
3528,0,' Graduate',' No',1800000,6900000,10,853,900000,400000,3700000,1700000,' Rejected'
2808,2,' Not Graduate',' Yes',1600000,6400000,4,787,1000000,300000,5500000,1100000,' Approved'
2378,1,' Not Graduate',' Yes',4900000,12600000,4,718,11800000,7300000,11800000,3800000,' Approved'
2164,4,' Not Graduate',' No',6700000,18800000,2,749,15600000,7900000,19900000,8600000,' Approved'
829,4,' Not Graduate',' No',6300000,21900000,10,538,9600000,5400000,19300000,7800000,' Rejected'
2936,2,' Not Graduate',' Yes',2300000,8100000,2,504,1800000,3100000,4600000,3100000,' Approved'
3295,0,' Not Graduate',' Yes',800000,2400000,4,518,500000,800000,2800000,500000,' Approved'
2370,1,' Not Graduate',' Yes',9500000,28700000,16,526,24600000,4900000,31800000,6600000,' Rejected'
2933,1,' Not Graduate',' Yes',2800000,9100000,14,510,2400000,4200000,10400000,3000000,' Rejected'
2496,3,' Graduate',' No',4700000,10800000,8,527,13300000,3100000,13600000,4800000,' Rejected'
2389,5,' Not Graduate',' Yes',8400000,18600000,20,703,2500000,7100000,28800000,9500000,' Approved'
1159,4,' Graduate',' Yes',5700000,16900000,4,656,13000000,7400000,22000000,8400000,' Approved'
273,3,' Graduate',' No',8800000,20400000,8,483,3200000,11400000,28200000,11800000,' Rejected'
4154,1,' Graduate',' No',7700000,17100000,14,603,11100000,12100000,30300000,7100000,' Approved'
670,1,' Graduate',' No',6000000,20100000,6,476,13900000,10000000,15200000,5500000,' Rejected'
805,2,' Not Graduate',' Yes',800000,2100000,6,726,2000000,0,2600000,600000,' Approved'
1753,5,' Not Graduate',' Yes',5400000,18800000,20,326,9700000,10100000,14800000,3200000,' Rejected'
3728,1,' Not Graduate',' Yes',7500000,22500000,14,469,12300000,9600000,16200000,4500000,' Rejected'
3030,0,' Not Graduate',' Yes',2000000,5200000,18,400,1900000,1500000,5000000,1500000,' Rejected'
3320,1,' Not Graduate',' No',4800000,14300000,4,489,12400000,7900000,17700000,3600000,' Rejected'
3177,4,' Not Graduate',' Yes',3100000,8200000,18,408,2900000,3800000,10800000,3100000,' Rejected'
4240,0,' Not Graduate',' Yes',8400000,23000000,14,455,400000,13400000,29800000,9400000,' Rejected'
1149,2,' Graduate',' No',7300000,20000000,6,729,13100000,10700000,17900000,9100000,' Approved'
3594,2,' Graduate',' No',2200000,6800000,20,546,4600000,200000,4500000,2200000,' Rejected'
664,5,' Not Graduate',' No',9100000,19900000,20,519,9300000,16400000,28900000,10500000,' Rejected'
3416,3,' Graduate',' No',500000,2000000,12,890,800000,700000,1800000,400000,' Approved'
1780,5,' Graduate',' No',1300000,2700000,6,607,800000,1500000,4700000,1600000,' Approved'
750,4,' Not Graduate',' No',5700000,19600000,8,691,8800000,2200000,12100000,3000000,' Approved'
2596,1,' Graduate',' Yes',8000000,30600000,14,302,12700000,13100000,23900000,6800000,' Rejected'
2932,4,' Graduate',' Yes',4900000,12800000,2,691,200000,4900000,14700000,7000000,' Approved'
317,2,' Not Graduate',' Yes',2400000,4900000,4,888,6400000,4300000,5100000,3400000,' Approved'
1597,1,' Not Graduate',' Yes',8100000,26900000,6,522,23000000,2100000,18700000,4200000,' Rejected'
136,3,' Graduate',' No',1600000,5500000,12,425,600000,800000,5400000,900000,' Rejected'
312,4,' Graduate',' No',5900000,16800000,8,481,6900000,11400000,19500000,3300000,' Rejected'
2854,2,' Graduate',' No',4900000,16000000,12,710,8700000,7100000,10000000,5700000,' Approved'
1965,3,' Graduate',' No',3800000,11800000,4,694,0,500000,8300000,5100000,' Approved'
4238,0,' Not Graduate',' No',9100000,30100000,8,322,26200000,9500000,18800000,5900000,' Rejected'
1898,5,' Graduate',' No',1600000,4000000,18,529,300000,1200000,5300000,2000000,' Rejected'
3827,1,' Graduate',' Yes',3400000,12300000,8,523,6100000,4700000,8300000,2600000,' Rejected'
2896,1,' Graduate',' No',2500000,5900000,12,668,7400000,600000,6300000,3700000,' Approved'
159,5,' Graduate',' Yes',700000,1300000,20,704,1600000,0,2200000,600000,' Approved'
2502,4,' Graduate',' Yes',7200000,26000000,6,571,4700000,0,22600000,4200000,' Approved'
4185,2,' Graduate',' No',1500000,3300000,4,763,300000,1200000,5400000,700000,' Approved'
866,5,' Not Graduate',' Yes',6400000,20300000,16,348,10000000,10900000,20400000,6900000,' Rejected'
264,5,' Not Graduate',' No',9500000,22200000,20,352,24500000,0,30800000,7000000,' Rejected'
2383,3,' Graduate',' Yes',8700000,33600000,14,314,7700000,10000000,21700000,6200000,' Rejected'
4022,1,' Not Graduate',' Yes',7900000,19100000,2,593,20800000,12200000,26100000,7800000,' Approved'
1169,2,' Graduate',' No',8900000,28500000,6,367,22200000,16600000,21500000,9300000,' Rejected'
981,3,' Graduate',' No',3200000,6900000,20,735,1500000,3700000,9200000,3100000,' Approved'
3444,0,' Not Graduate',' Yes',9100000,23300000,18,414,17700000,2500000,33800000,6400000,' Rejected'
3092,1,' Graduate',' Yes',5000000,12500000,20,604,4100000,100000,12200000,7400000,' Approved'
935,3,' Graduate',' Yes',7900000,29200000,4,399,23200000,5500000,30200000,6900000,' Approved'
734,0,' Graduate',' No',500000,1200000,14,556,900000,0,1800000,500000,' Approved'
3910,1,' Not Graduate',' Yes',9100000,31400000,4,304,14100000,16700000,30200000,9600000,' Approved'
2673,3,' Graduate',' Yes',1400000,3500000,12,610,1200000,600000,3800000,1400000,' Approved'
3295,0,' Not Graduate',' Yes',800000,2400000,4,518,500000,800000,2800000,500000,' Approved'
2954,5,' Not Graduate',' No',6900000,19200000,12,408,10000000,5000000,24900000,9000000,' Rejected'
3302,5,' Graduate',' Yes',3600000,8500000,20,594,4400000,6400000,7400000,4500000,' Approved'
2703,5,' Not Graduate',' Yes',9700000,29100000,18,732,4700000,7400000,35600000,12400000,' Approved'
3706,2,' Not Graduate',' Yes',2800000,7000000,2,834,500000,2900000,8100000,1300000,' Approved'
1941,0,' Graduate',' No',8600000,29000000,18,481,21200000,2600000,27700000,5400000,' Rejected'
3326,4,' Not Graduate',' Yes',800000,2100000,6,353,700000,300000,2900000,1200000,' Rejected'
979,2,' Not Graduate',' No',2400000,8800000,18,421,3200000,1500000,6700000,1400000,' Rejected'
453,2,' Not Graduate',' Yes',700000,1700000,10,539,1400000,1000000,1900000,900000,' Rejected'
1552,0,' Graduate',' No',2900000,7800000,8,367,700000,3700000,7700000,3600000,' Rejected'
3130,5,' Graduate',' Yes',1000000,2600000,8,664,900000,1200000,3500000,900000,' Approved'
1361,4,' Not Graduate',' Yes',8700000,30000000,4,370,17600000,15600000,34600000,12100000,' Approved'
3463,0,' Graduate',' No',6500000,20200000,16,842,8300000,12200000,14300000,9600000,' Approved'
1245,2,' Graduate',' Yes',8800000,34400000,2,712,10500000,12500000,29300000,5900000,' Approved'
278,0,' Not Graduate',' No',1500000,4900000,12,651,1600000,2800000,4600000,800000,' Approved'
1471,3,' Not Graduate',' No',4300000,11100000,6,312,4800000,3800000,10100000,3300000,' Rejected'
4102,4,' Graduate',' No',400000,800000,16,685,500000,300000,1300000,600000,' Approved'
3428,0,' Not Graduate',' Yes',3500000,12600000,10,448,1200000,2500000,10400000,3600000,' Rejected'
956,1,' Not Graduate',' Yes',500000,1400000,10,883,900000,0,1700000,300000,' Approved'
1871,3,' Not Graduate',' Yes',8300000,20900000,4,615,4400000,200000,19000000,9600000,' Approved'
329,0,' Graduate',' No',1100000,3200000,20,716,1800000,1400000,3600000,1500000,' Approved'
2985,4,' Graduate',' Yes',6400000,21700000,10,384,16500000,8200000,15100000,5700000,' Rejected'
2469,1,' Graduate',' No',2000000,5000000,6,876,500000,2900000,5800000,1500000,' Approved'
3423,1,' Not Graduate',' No',8100000,21900000,6,884,15100000,5400000,27500000,6600000,' Approved'
1654,3,' Not Graduate',' Yes',6400000,23500000,12,684,17200000,10300000,25300000,7400000,' Approved'
953,4,' Not Graduate',' No',8600000,25100000,6,820,14400000,5000000,26000000,8300000,' Approved'
918,1,' Not Graduate',' Yes',1500000,5900000,16,400,4200000,2400000,4800000,1500000,' Rejected'
3084,5,' Not Graduate',' Yes',8400000,17600000,12,397,13400000,14500000,24500000,7900000,' Rejected'
1022,2,' Not Graduate',' Yes',7600000,23600000,6,358,20200000,2900000,22100000,10900000,' Rejected'
3459,3,' Not Graduate',' Yes',7500000,26000000,2,342,13900000,1900000,26900000,11200000,' Approved'
2971,5,' Not Graduate',' No',6800000,24800000,8,621,13000000,13500000,23300000,4800000,' Approved'
1546,2,' Not Graduate',' Yes',8200000,27800000,16,827,11500000,8700000,26000000,10700000,' Approved'
2544,0,' Not Graduate',' Yes',1900000,6300000,16,811,1100000,100000,5100000,1900000,' Approved'
192,0,' Not Graduate',' No',3000000,6500000,2,612,8800000,3400000,6700000,1700000,' Approved'
330,4,' Not Graduate',' No',200000,600000,10,404,0,100000,400000,0,' Rejected'
3250,2,' Graduate',' No',4200000,16800000,4,771,6500000,4500000,10500000,5800000,' Approved'
1390,5,' Not Graduate',' No',4600000,11500000,16,668,6500000,3100000,10200000,5500000,' Approved'
1623,3,' Graduate',' Yes',9000000,32900000,6,657,9900000,600000,29200000,12000000,' Approved'
733,2,' Not Graduate',' No',7700000,18300000,20,504,14600000,500000,18300000,4600000,' Rejected'
4067,4,' Graduate',' No',3700000,12300000,6,364,5900000,4200000,13700000,4400000,' Rejected'
1647,0,' Not Graduate',' No',5900000,20300000,4,806,300000,3700000,16400000,4800000,' Approved'
2938,1,' Not Graduate',' Yes',2200000,5400000,16,641,5900000,0,4800000,1200000,' Approved'
3537,1,' Not Graduate',' No',6600000,19700000,12,758,16000000,4400000,18800000,9500000,' Approved'
330,4,' Not Graduate',' No',200000,600000,10,404,0,100000,400000,0,' Rejected'
2258,4,' Graduate',' Yes',7900000,26900000,14,446,17900000,7300000,16500000,8200000,' Rejected'
2154,3,' Graduate',' Yes',9700000,36000000,6,631,3500000,5500000,28500000,7500000,' Approved'
2582,4,' Graduate',' No',7800000,25400000,18,425,3000000,14000000,30500000,7200000,' Rejected'
58,5,' Graduate',' Yes',9300000,30500000,18,841,19300000,10300000,34600000,8700000,' Approved'
893,4,' Graduate',' No',9300000,24900000,14,455,27600000,4700000,35100000,13900000,' Rejected'
717,3,' Graduate',' No',6800000,21200000,2,433,10700000,1900000,23200000,6300000,' Approved'
2619,2,' Not Graduate',' Yes',3800000,15000000,14,730,10800000,2900000,10700000,3600000,' Approved'
1574,2,' Not Graduate',' Yes',2700000,9400000,14,701,400000,3400000,9900000,1900000,' Approved'
3159,3,' Not Graduate',' Yes',3800000,13700000,16,662,4800000,400000,12400000,5300000,' Approved'
1785,3,' Not Graduate',' No',7900000,28000000,4,394,22800000,13200000,18200000,3900000,' Approved'
194,2,' Graduate',' No',4800000,13200000,2,583,13700000,5800000,9500000,5200000,' Approved'
213,2,' Not Graduate',' No',8500000,32700000,18,471,12600000,9400000,33900000,12500000,' Rejected'
3996,5,' Not Graduate',' No',9300000,28300000,12,741,7600000,12900000,32400000,5200000,' Approved'
1004,3,' Graduate',' Yes',3300000,9800000,6,360,4500000,600000,11000000,4400000,' Rejected'
3134,4,' Graduate',' No',700000,2300000,16,688,1500000,300000,1900000,400000,' Approved'
309,3,' Graduate',' No',9600000,19900000,14,452,4200000,16200000,28500000,6600000,' Rejected'
670,1,' Graduate',' No',6000000,20100000,6,476,13900000,10000000,15200000,5500000,' Rejected'
213,2,' Not Graduate',' No',8500000,32700000,18,471,12600000,9400000,33900000,12500000,' Rejected'
3249,0,' Graduate',' No',5400000,18400000,8,625,12100000,3000000,13000000,4800000,' Approved'
2549,2,' Graduate',' Yes',1800000,5500000,6,448,2900000,300000,5600000,1300000,' Rejected'
2361,5,' Not Graduate',' No',2200000,8100000,4,409,300000,0,4900000,2400000,' Rejected'
197,4,' Not Graduate',' Yes',400000,1500000,2,669,-100000,600000,900000,500000,' Approved'
3575,2,' Not Graduate',' Yes',8700000,19900000,10,829,7500000,10500000,20200000,8400000,' Approved'
254,0,' Graduate',' No',8800000,30900000,12,729,1700000,700000,25700000,11400000,' Approved'
4057,2,' Graduate',' Yes',7800000,22100000,6,533,11900000,2500000,19300000,10800000,' Rejected'
1376,1,' Graduate',' Yes',1400000,4200000,4,881,2800000,1200000,5100000,1300000,' Approved'
1091,4,' Graduate',' No',9400000,32600000,4,898,18200000,4000000,22000000,10200000,' Approved'
3662,2,' Not Graduate',' No',2500000,9600000,4,636,900000,1000000,7300000,2000000,' Approved'
4032,5,' Graduate',' Yes',9700000,24700000,18,648,15100000,600000,25200000,6800000,' Approved'
3391,4,' Graduate',' No',5800000,13500000,14,816,13800000,9300000,20400000,7900000,' Approved'
3955,5,' Graduate',' Yes',5300000,14000000,6,633,11800000,4500000,12800000,6100000,' Approved'
4146,0,' Graduate',' No',3100000,6500000,2,391,100000,3800000,9900000,2400000,' Rejected'
1386,1,' Not Graduate',' No',1600000,5100000,12,548,2200000,2700000,3600000,800000,' Rejected'
1618,5,' Graduate',' Yes',5400000,11200000,10,447,300000,7900000,21400000,6000000,' Rejected'
1131,1,' Not Graduate',' No',300000,1200000,4,342,800000,100000,1100000,200000,' Approved'
3946,4,' Not Graduate',' Yes',7900000,27300000,10,560,23100000,14400000,28500000,10900000,' Approved'
241,2,' Graduate',' No',9600000,22500000,18,851,7400000,16200000,24300000,12700000,' Approved'
3711,5,' Not Graduate',' Yes',4500000,12700000,8,307,11000000,3800000,12600000,2700000,' Rejected'
307,5,' Not Graduate',' No',9000000,29300000,4,531,10400000,9500000,35500000,5800000,' Approved'
1904,5,' Graduate',' Yes',2300000,9100000,16,644,4000000,2600000,6600000,3100000,' Approved'
2433,2,' Graduate',' Yes',4500000,12600000,2,568,6900000,3900000,17800000,2900000,' Approved'
2718,0,' Not Graduate',' No',9000000,28400000,4,612,0,7200000,26900000,13200000,' Approved'
3470,3,' Graduate',' Yes',4800000,11500000,12,535,3600000,8000000,15600000,5400000,' Rejected'
979,2,' Not Graduate',' No',2400000,8800000,18,421,3200000,1500000,6700000,1400000,' Rejected'
1433,2,' Not Graduate',' Yes',2900000,7800000,18,588,400000,100000,11600000,4200000,' Approved'
642,0,' Graduate',' Yes',7100000,20100000,16,756,8000000,5000000,17600000,5400000,' Approved'
3648,3,' Not Graduate',' No',3900000,11900000,6,607,6600000,6000000,8800000,2000000,' Approved'
117,4,' Not Graduate',' Yes',5800000,23200000,18,456,16100000,4200000,22600000,7500000,' Rejected'
1602,0,' Not Graduate',' Yes',2100000,4900000,10,359,1000000,800000,6100000,1000000,' Rejected'
572,0,' Graduate',' No',4700000,17500000,2,701,5400000,2300000,11700000,7000000,' Approved'
636,0,' Not Graduate',' No',5300000,20000000,6,881,15900000,3700000,19500000,4000000,' Approved'
815,1,' Graduate',' Yes',200000,800000,14,624,600000,0,600000,0,' Approved'
241,2,' Graduate',' No',9600000,22500000,18,851,7400000,16200000,24300000,12700000,' Approved'
3200,0,' Graduate',' No',3100000,11100000,8,504,3500000,4600000,11400000,1800000,' Rejected'
3174,2,' Graduate',' Yes',4600000,12600000,2,355,6300000,6900000,14800000,6500000,' Rejected'
1105,3,' Graduate',' No',1400000,3800000,8,840,1700000,200000,5300000,1500000,' Approved'
449,4,' Graduate',' No',4700000,15700000,4,868,3300000,2500000,13800000,4800000,' Approved'
3761,1,' Not Graduate',' No',1600000,5600000,6,846,600000,2800000,4600000,1200000,' Approved'
2288,2,' Not Graduate',' No',200000,800000,6,338,100000,0,400000,100000,' Rejected'
2578,1,' Graduate',' Yes',4900000,16500000,12,439,7500000,1400000,10300000,7200000,' Rejected'
2819,1,' Not Graduate',' Yes',9500000,24400000,14,696,25500000,6700000,29500000,6300000,' Approved'
1109,4,' Graduate',' No',8100000,19000000,6,375,4100000,14500000,19100000,11900000,' Rejected'
2308,5,' Not Graduate',' Yes',6700000,17600000,14,843,12700000,200000,19500000,5600000,' Approved'
2595,4,' Graduate',' Yes',4600000,11900000,6,810,11200000,8200000,17500000,5200000,' Approved'
1936,0,' Not Graduate',' No',4500000,17100000,8,303,7400000,8200000,17400000,4200000,' Rejected'
150,5,' Graduate',' No',2000000,6200000,18,402,4000000,2100000,7200000,1100000,' Rejected'
3196,5,' Not Graduate',' Yes',6000000,12300000,12,680,11400000,5300000,13800000,7300000,' Approved'
390,0,' Graduate',' Yes',6200000,22400000,18,873,15700000,6600000,15800000,8200000,' Approved'
407,5,' Graduate',' Yes',9200000,29400000,8,318,18000000,5900000,33800000,5400000,' Rejected'
455,2,' Graduate',' No',1800000,4700000,8,792,4500000,1200000,4100000,2200000,' Approved'
2718,0,' Not Graduate',' No',9000000,28400000,4,612,0,7200000,26900000,13200000,' Approved'
3396,2,' Not Graduate',' Yes',600000,2300000,12,335,400000,900000,1200000,400000,' Rejected'
2684,4,' Graduate',' Yes',7800000,25600000,4,665,1000000,2300000,27300000,8200000,' Approved'
857,1,' Not Graduate',' No',2200000,7000000,18,417,2000000,3900000,6500000,1900000,' Rejected'
1884,2,' Not Graduate',' No',7500000,15400000,8,332,8300000,3100000,23700000,5400000,' Rejected'
1655,5,' Not Graduate',' Yes',7700000,25800000,18,578,5000000,7700000,27200000,10600000,' Approved'
1449,1,' Graduate',' No',6400000,16900000,2,703,6300000,7300000,15900000,7400000,' Approved'
2059,2,' Not Graduate',' Yes',6600000,17000000,2,457,100000,1800000,23300000,6700000,' Rejected'
915,2,' Graduate',' No',700000,2000000,8,806,1900000,1100000,2200000,400000,' Approved'
2573,4,' Graduate',' Yes',7000000,19600000,8,708,17600000,2600000,24300000,4500000,' Approved'
1448,1,' Graduate',' Yes',9000000,22800000,10,412,0,15600000,32000000,4700000,' Rejected'
3261,5,' Not Graduate',' Yes',1400000,5100000,4,348,2100000,900000,4000000,1300000,' Approved'
1718,0,' Graduate',' No',9700000,30400000,4,300,17100000,16600000,38100000,9200000,' Approved'
4259,5,' Graduate',' Yes',9700000,22600000,16,346,23500000,12900000,26800000,13000000,' Rejected'
1922,1,' Graduate',' Yes',7800000,16200000,2,335,4900000,7900000,28700000,6400000,' Rejected'
1023,5,' Graduate',' No',8800000,18800000,14,836,17300000,10100000,32700000,5400000,' Approved'
1051,0,' Not Graduate',' Yes',2500000,8800000,14,389,7300000,1400000,8500000,3600000,' Rejected'
1033,4,' Graduate',' Yes',700000,2600000,18,478,600000,600000,2100000,300000,' Rejected'
2194,0,' Graduate',' Yes',7800000,23300000,10,587,12500000,9300000,27500000,9700000,' Approved'
1585,0,' Not Graduate',' No',9500000,35300000,6,605,10000000,12700000,31100000,7000000,' Approved'
229,1,' Not Graduate',' Yes',8700000,27000000,10,717,25500000,8600000,17500000,9100000,' Approved'
1903,2,' Not Graduate',' No',2900000,7300000,2,776,8300000,3000000,8500000,3400000,' Approved'
670,1,' Graduate',' No',6000000,20100000,6,476,13900000,10000000,15200000,5500000,' Rejected'
1914,5,' Graduate',' No',5800000,13700000,6,369,10500000,2700000,12100000,3000000,' Rejected'
2573,4,' Graduate',' Yes',7000000,19600000,8,708,17600000,2600000,24300000,4500000,' Approved'
2496,3,' Graduate',' No',4700000,10800000,8,527,13300000,3100000,13600000,4800000,' Rejected'
3758,3,' Graduate',' No',2800000,8500000,20,431,6200000,1700000,7800000,2200000,' Rejected'
2855,3,' Not Graduate',' Yes',700000,2500000,8,321,1900000,1200000,1700000,400000,' Rejected'
1470,2,' Graduate',' Yes',6900000,13900000,8,829,14300000,8100000,22400000,4600000,' Approved'
1553,0,' Not Graduate',' No',7000000,18300000,6,541,6300000,6400000,20800000,8300000,' Rejected'
257,3,' Graduate',' Yes',9800000,35400000,6,869,14400000,16400000,22800000,10300000,' Approved'
358,2,' Not Graduate',' No',8400000,26300000,4,419,22900000,7900000,29200000,6200000,' Approved'
33,1,' Not Graduate',' Yes',800000,1600000,10,436,700000,200000,2200000,1000000,' Rejected'
2070,4,' Graduate',' Yes',6500000,20200000,12,653,18600000,1400000,23800000,6400000,' Approved'
1036,2,' Not Graduate',' Yes',3800000,12500000,14,842,3700000,6700000,14600000,5300000,' Approved'
1935,2,' Graduate',' Yes',5000000,15900000,16,699,8800000,5900000,18100000,7200000,' Approved'
1995,0,' Not Graduate',' No',800000,2400000,2,716,700000,1200000,3100000,400000,' Approved'
3212,4,' Graduate',' No',1200000,2600000,8,872,1600000,2100000,2700000,900000,' Approved'
3716,2,' Not Graduate',' Yes',8300000,17600000,2,355,1000000,700000,28400000,6800000,' Rejected'
4097,4,' Not Graduate',' No',5500000,20200000,14,611,13700000,5700000,15100000,7200000,' Approved'
3897,0,' Graduate',' Yes',4000000,14500000,2,713,6200000,4900000,12200000,4700000,' Approved'
3518,0,' Not Graduate',' No',6900000,22900000,10,313,5600000,9300000,26200000,8000000,' Rejected'
1426,3,' Not Graduate',' Yes',2500000,9800000,16,424,4700000,3200000,5800000,1300000,' Rejected'
2691,0,' Not Graduate',' Yes',8300000,16800000,18,422,8000000,10600000,23300000,11400000,' Rejected'
2587,1,' Not Graduate',' Yes',9800000,36000000,12,629,28000000,4100000,29800000,11200000,' Approved'
3809,5,' Graduate',' No',9200000,34800000,12,802,22000000,11000000,19800000,12500000,' Approved'
2098,5,' Not Graduate',' No',900000,2800000,16,808,2100000,900000,3100000,800000,' Approved'
1520,4,' Graduate',' Yes',7900000,21500000,16,497,2200000,5200000,23100000,7700000,' Rejected'
1298,3,' Graduate',' Yes',8000000,26300000,12,476,21700000,6600000,16400000,9000000,' Rejected'
4171,1,' Not Graduate',' No',7200000,28100000,14,767,10000000,10400000,27500000,4000000,' Approved'
4265,5,' Graduate',' Yes',1000000,2300000,12,317,2800000,500000,3300000,800000,' Rejected'
864,5,' Graduate',' No',4200000,9200000,12,870,3200000,2400000,12300000,5700000,' Approved'
482,0,' Graduate',' Yes',5300000,15000000,2,900,1700000,2100000,21000000,5800000,' Approved'
1522,0,' Graduate',' Yes',3500000,10000000,14,709,5300000,1800000,9200000,5000000,' Approved'
323,4,' Graduate',' Yes',4900000,17100000,6,612,1300000,7000000,19500000,5000000,' Approved'
4090,0,' Not Graduate',' No',8200000,20900000,14,766,4400000,12300000,18400000,12100000,' Approved'
3538,2,' Graduate',' Yes',8300000,30100000,16,636,5200000,5100000,33100000,7200000,' Approved'
2935,3,' Graduate',' Yes',6900000,19000000,14,348,4200000,3700000,19400000,4900000,' Rejected'
3627,3,' Not Graduate',' No',6900000,18500000,6,360,14000000,0,18800000,9600000,' Rejected'
3761,1,' Not Graduate',' No',1600000,5600000,6,846,600000,2800000,4600000,1200000,' Approved'
3606,3,' Graduate',' Yes',5800000,23000000,16,361,6000000,10100000,23000000,2800000,' Rejected'
3318,5,' Not Graduate',' No',900000,2200000,2,415,600000,1700000,2900000,700000,' Rejected'
1567,5,' Not Graduate',' No',3700000,11700000,4,413,8400000,5500000,12000000,2700000,' Approved'
3754,0,' Not Graduate',' Yes',8200000,19100000,2,764,22900000,8900000,20500000,4000000,' Approved'
